Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
cryptantha_hispidula,cryptantha_hispidula,CRYHIS,Dicot,Annual,Forb/herb,boraginaceae,s,7.3,136.1,0.8042,23.9,,0.28,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
cryptantha_muricata,cryptantha_muricata,CRYMUR,Dicot,Annual,Forb/herb,boraginaceae,n,22.8,122,0.6822,51.4,,0.49,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
cupressus_bakerii,cupressus_bakerii,CUPBAK,Gymnosperm,Perennial,tree,cupressaceae,s,800,21.5,0.1159,58,0.63,,No_Data,,,,,,,,,,
cupressus_lawsoniana,cupressus_lawsoniana,CUPLAW,Gymnosperm,Perennial,Shrub,cupressaceae,n,2700,91.6,0.078,33.7,0.54,,Wind,1,0,0,0,0,0,0,0,0,0
cupressus_lawsoniana,cupressus_lawsoniana,CUPLAW,Gymnosperm,Perennial,Shrub,cupressaceae,s,1133.3,46.9,-0.6842,76.3,0.51,,Wind,1,0,0,0,0,0,0,0,0,0
cupressus_macnabiana,cupressus_macnabiana,CUPMAN,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,s,375,48.8,0.4545,49.1,0.59,7.47,Wind,1,0,0,0,0,0,0,0,0,0
cupressus_sargentii,cupressus_sargentii,CUPSAR,Gymnosperm,Perennial,"Tree, Shrub",cupressaceae,s,6.4,85,0.3103,42.6,0.55,8.6,Wind,1,0,0,0,0,0,0,0,0,0
cuscuta_californica,cuscuta_californica,CUSCUT,Dicot,Perennial,"Vine, Forb/herb",convolvulaceae,s,29.1,,,,,,UnassistedWindWater,1,1,0,0,0,1,0,0,0,0
cynoglossum_grande,cynoglossum_grande,CYNGRA,Dicot,Perennial,Forb/herb,boraginaceae,n,35.5,160.3,0.8278,13,,41.94,Adhesive,0,0,1,0,0,0,0,0,0,0
cynoglossum_grande,cynoglossum_grande,CYNGRA,Dicot,Perennial,Forb/herb,boraginaceae,s,44.1,136.6,0.8045,15.4,,41.94,Adhesive,0,0,1,0,0,0,0,0,0,0
cynosurus_echinatus,cynosurus_echinatus,CYNECH,Monocot,Annual,Graminoid,poaceae,n,66.1,345.4,0.748,35.6,,1.46,Wind,1,0,0,0,0,0,0,0,0,0
cynosurus_echinatus,cynosurus_echinatus,CYNECH,Monocot,Annual,Graminoid,poaceae,s,29.3,340,0.7767,56.7,,1.46,Wind,1,0,0,0,0,0,0,0,0,0
cystopteris_fragilis,cystopteris_fragilis,CYSFRA,Fern,Perennial,Forb/herb,dryopteridaceae,n,18,313.1,0.8356,12.1,,,WindWater,1,0,0,0,0,1,0,0,0,0
cytisus_scoparius,cytisus_scoparius,CYTSCO,Dicot,Perennial,Shrub,fabaceae,n,176.2,171.6,0.705,13.8,0.69,9,No_Data,,,,,,,,,,
dactylis_glomerata,dactylis_glomerata,DACGLO,Monocot,Perennial,Graminoid,poaceae,n,111.5,157.7,0.7216,24.3,,0.62,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
danthonia_californica,danthonia_californica,DANCAL,Monocot,Perennial,Graminoid,poaceae,n,18.1,199.7,0.667,16.6,,1.21,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
danthonia_californica,danthonia_californica,DANCAL,Monocot,Perennial,Graminoid,poaceae,s,19.4,120.7,0.6118,25.6,,1.21,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
daucus_pusillus,daucus_pusillus,DAUPUS,Dicot,Annual,Forb/herb,apiaceae,n,12.9,230,0.7626,15.6,,0.8,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
daucus_pusillus,daucus_pusillus,DAUPUS,Dicot,Annual,Forb/herb,apiaceae,s,24.2,192,0.7716,14.6,,0.8,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
delphinium_cardinale,delphinium_cardinale,DELCAR,Dicot,Perennial,Forb/herb,ranunculaceae,n,52.1,347.6,0.8702,14.6,,1,No_Data,,,,,,,,,,
delphinium_hesperium,delphinium_hesperium,DELHES,Dicot,Perennial,Forb/herb,ranunculaceae,n,53.4,114.3,0.8058,25.8,,0.23,Unassisted,0,1,0,0,0,0,0,0,0,0
delphinium_hesperium,delphinium_hesperium,DELHES,Dicot,Perennial,Forb/herb,ranunculaceae,s,72.1,121.5,0.8219,19.5,,0.23,Unassisted,0,1,0,0,0,0,0,0,0,0
delphinium_nuttallianum,delphinium_nuttallianum,DELNUT,Dicot,Perennial,Forb/herb,ranunculaceae,n,25.2,400.2,0.9058,14.4,,0.42,Unassisted,0,1,0,0,0,0,0,0,0,0
delphinium_nuttallianum,delphinium_nuttallianum,DELNUT,Dicot,Perennial,Forb/herb,ranunculaceae,s,18.6,171.8,0.8398,20.9,,0.42,Unassisted,0,1,0,0,0,0,0,0,0,0
delphinium_variegatum,delphinium_variegatum,DELVAR,Dicot,Perennial,Forb/herb,ranunculaceae,n,25.8,168,0.8067,18.7,,0.63,Unassisted,0,1,0,0,0,0,0,0,0,0
delphinium_variegatum,delphinium_variegatum,DELVAR,Dicot,Perennial,Forb/herb,ranunculaceae,s,21.9,138,0.8236,19.5,,0.63,Unassisted,0,1,0,0,0,0,0,0,0,0
dendromecon_rigida,dendromecon_rigida,DENRIG,Dicot,Perennial,"Shrub, Tree",papaveraceae,n,138.5,56.2,0.59,26.9,0.61,10.3,No_Data,,,,,,,,,,
dendromecon_rigida,dendromecon_rigida,DENRIG,Dicot,Perennial,"Shrub, Tree",papaveraceae,s,86,56.2,0.6603,31.7,0.46,10.3,No_Data,,,,,,,,,,
deschampsia_danthonioides,deschampsia_danthonioides,DESDAN,Monocot,Annual,Graminoid,poaceae,n,35.1,314.8,0.52,45.3,,0.34,WaterBirdWind,1,0,0,0,0,1,0,1,0,0
dicentra_chrysantha,dicentra_chrysantha,DICCHR,Dicot,,Forb/herb,papaveraceae,n,123,114.2,0.7378,20.7,,0.7,Unassisted,0,1,0,0,0,0,0,0,0,0
dicentra_chrysantha,dicentra_chrysantha,DICCHR,Dicot,Perennial,Forb/herb,papaveraceae,s,57,119.9,0.7549,19.3,,0.7,Unassisted,0,1,0,0,0,0,0,0,0,0
dicentra_formosa,dicentra_formosa,DICFOR,Dicot,Perennial,Forb/herb,fumariaceae,n,29.8,293.9,0.8712,10.2,,1.51,UnassistedAnt,0,1,0,0,1,0,0,0,0,0
dichelostemma_capitatum,dichelostemma_capitatum,DICCAP,Monocot,Perennial,Forb/herb,liliaceae,n,44,99.8,0.8639,28,,1.19,Unassisted,0,1,0,0,0,0,0,0,0,0
dichelostemma_capitatum,dichelostemma_capitatum,DICCAP,Monocot,Perennial,Forb/herb,liliaceae,s,17.1,102.9,0.8196,18.4,,1.19,Unassisted,0,1,0,0,0,0,0,0,0,0
dichelostemma_congestum,dichelostemma_congestum,DICCON,Monocot,Perennial,Forb/herb,liliaceae,n,55.1,172.3,0.8653,33.7,,2.08,Unassisted,0,1,0,0,0,0,0,0,0,0
dichelostemma_congestum,dichelostemma_congestum,DICCON,Monocot,Perennial,Forb/herb,liliaceae,s,73.3,141.8,0.8533,40.6,,2.08,Unassisted,0,1,0,0,0,0,0,0,0,0
dichelostemma_volubile,dichelostemma_volubile,DICVOL,Monocot,Perennial,"Vine, Forb/herb",liliaceae,n,54.6,206.2,0.8244,40.2,,,Unassisted,0,1,0,0,0,0,0,0,0,0
dodecatheon_hendersonii,dodecatheon_hendersonii,DODHEN,Dicot,Perennial,Forb/herb,primulaceae,n,26.5,250.7,0.9044,20,,1.19,Unassisted,0,1,0,0,0,0,0,0,0,0
dodecatheon_hendersonii,dodecatheon_hendersonii,DODHEN,Dicot,Perennial,Forb/herb,primulaceae,s,21.6,346.4,0.9136,16.8,,1.19,Unassisted,0,1,0,0,0,0,0,0,0,0
dryopteris_arguta,dryopteris_arguta,DRYARG,Fern,Perennial,Forb/herb,dryopteridaceae,n,51,140.8,0.6382,32,,,WindWater,1,0,0,0,0,1,0,0,0,0
elymus_elymoides,elymus_elymoides,ELYELY,Monocot,Perennial,Graminoid,poaceae,n,41,83.2,0.4629,44.8,,3.5,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
elymus_elymoides,elymus_elymoides,ELYELY,Monocot,Perennial,Graminoid,poaceae,s,33.9,85.2,0.4063,18.9,,3.5,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
elymus_glaucus,elymus_glaucus,ELYGLA,Monocot,Perennial,Graminoid,poaceae,n,94.7,282.4,0.7032,13.4,,4,Unassisted,0,1,0,0,0,0,0,0,0,0
elymus_glaucus,elymus_glaucus,ELYGLA,Monocot,Perennial,Graminoid,poaceae,s,83.9,238.7,0.6382,25,,4,Unassisted,0,1,0,0,0,0,0,0,0,0
elytrigia_repens,elytrigia_repens,ELYREP,Monocot,Perennial,Graminoid,poaceae,n,101.5,81.6,0.5675,29.8,,,UnassistedWater,0,1,0,0,0,1,0,0,0,0
emmenanthe_penduliflora,emmenanthe_penduliflora,EMMPEN,Dicot,Annual,Forb/herb,boraginaceae,n,28.7,149.9,0.7222,27.5,,0.54,Unassisted,0,1,0,0,0,0,0,0,0,0
emmenanthe_penduliflora,emmenanthe_penduliflora,EMMPEN,Dicot,Annual,Forb/herb,boraginaceae,s,17.8,156.2,0.7155,36.2,,0.54,Unassisted,0,1,0,0,0,0,0,0,0,0
epilobium_brachycarpum,epilobium_brachycarpum,EPIBRA,Dicot,Annual,Forb/herb,onagraceae,n,46.3,116.2,0.7345,24.5,,0.31,Wind,1,0,0,0,0,0,0,0,0,0
epilobium_brachycarpum,epilobium_brachycarpum,EPIBRA,Dicot,Annual,Forb/herb,onagraceae,s,108.8,144.7,0.7787,15.7,,0.31,Wind,1,0,0,0,0,0,0,0,0,0
epilobium_minutum,epilobium_minutum,EPIMIN,Dicot,Annual,Forb/herb,onagraceae,n,8.2,126.3,0.7037,30.3,,0.07,Wind,1,0,0,0,0,0,0,0,0,0
epilobium_minutum,epilobium_minutum,EPIMIN,Dicot,Annual,Forb/herb,onagraceae,s,8.3,126.7,0.7554,26.6,,0.07,Wind,1,0,0,0,0,0,0,0,0,0
epilobium_rigidum,epilobium_rigidum,EPIRIG,Dicot,Perennial,"Subshrub, Forb/herb",onagraceae,s,7.3,206.5,0.7602,18.5,,,Wind,1,0,0,0,0,0,0,0,0,0
eremocarpus_setigerus,eremocarpus_setigerus,ERESET,Dicot,Annual,Forb/herb,euphorbiaceae,n,1.7,198.8,0.7361,15.6,,,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
eremocarpus_setigerus,eremocarpus_setigerus,ERESET,Dicot,Annual,Forb/herb,euphorbiaceae,s,1.5,179.6,0.6614,19.5,,,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
ericameria_arborescens,ericameria_arborescens,ERIARB,Dicot,Perennial,Shrub,asteraceae,n,122.4,59.9,0.6695,14,0.56,0.12,No_Data,,,,,,,,,,
ericameria_greenei,ericameria_greenei,ERIGRE,Dicot,Perennial,"Subshrub, Shrub",asteraceae,s,16.2,133.2,0.6576,15.2,,,No_Data,,,,,,,,,,
ericameria_linearifolia,ericameria_linearifolia,ERILIN,Dicot,Perennial,Shrub,asteraceae,n,45.4,47.8,0.448,38.2,0.61,1.32,No_Data,,,,,,,,,,
ericameria_ophitidis,ericameria_ophitidis,ERIOPH,Dicot,Perennial,Shrub,asteraceae,s,7.1,57.8,0.5894,31,0.41,,No_Data,,,,,,,,,,
erigeron_aliceae,erigeron_aliceae,ERIALI,Dicot,Perennial,"Subshrub, Forb/herb",asteraceae,n,38.8,195.3,0.7504,19.4,,,Wind,1,0,0,0,0,0,0,0,0,0
erigeron_foliosus_var_confinis,erigeron_foliosus,ERIFOL,Dicot,Perennial,Forb/herb,asteraceae,s,18.2,184.8,0.8048,17.3,,,Wind,1,0,0,0,0,0,0,0,0,0
erigeron_reductus,erigeron_reductus,ERIRED,Dicot,Perennial,Forb/herb,asteraceae,s,25,163.9,0.7725,18.8,,,Wind,1,0,0,0,0,0,0,0,0,0
eriodictyon_californicum,eriodictyon_californicum,ERICAL,Dicot,Perennial,Shrub,boraginaceae,s,100,40.5,0.547,50.1,0.46,0.14,UnassistedWind,1,1,0,0,0,0,0,0,0,0
eriodictyon_californicum,eriodictyon_californicum,ERICAL,Dicot,Perennial,Shrub,boraginaceae,n,109,54.2,0.6406,27.9,,0.14,UnassistedWind,1,1,0,0,0,0,0,0,0,0
eriodictyon_crassifolium_var_crassifolius,eriodictyon_crassifolium,ERICRAC,Dicot,Perennial,Shrub,polygonaceae,s,97.1,52.5,0.6036,34.4,0.49,,No_Data,,,,,,,,,,
eriogonum_congdonii,eriogonum_congdonii,ERICONG,Dicot,Perennial,"Subshrub, Shrub",polygonaceae,s,10.9,48,0.6827,22.2,0.48,,No_Data,,,,,,,,,,
eriogonum_covilleanum,eriogonum_covilleanum,ERICOV,Dicot,Annual,Forb/herb,polygonaceae,s,21,129.8,0.7347,,,,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_elongatum,eriogonum_elongatum,ERIELO,Dicot,Perennial,"Subshrub, Forb/herb",polygonaceae,n,26.5,102.4,0.6887,28.9,,,No_Data,,,,,,,,,,
eriogonum_elongatum,eriogonum_elongatum,ERIELO,Dicot,Perennial,"Subshrub, Forb/herb",polygonaceae,s,22.6,101.7,0.6854,49.3,,,No_Data,,,,,,,,,,
eriogonum_fasciculatum,eriogonum_fasciculatum,ERIFAS,Dicot,Perennial,"Subshrub, Shrub",polygonaceae,n,64.7,58.6,0.5807,45.6,0.74,0.72,No_Data,,,,,,,,,,
eriogonum_fasciculatum,eriogonum_fasciculatum,ERIFAS,Dicot,Perennial,"Subshrub, Shrub",polygonaceae,s,58,50.3,0.5076,63.4,0.7,0.72,No_Data,,,,,,,,,,
eriogonum_libertini,eriogonum_libertini,ERILIB,Dicot,Perennial,"Subshrub, Forb/herb",polygonaceae,s,5.4,43.9,0.4296,33.4,,,No_Data,,,,,,,,,,
eriogonum_nudum,eriogonum_nudum,ERINUD,Dicot,Perennial,"Subshrub, Forb/herb",polygonaceae,n,54.3,,,14.2,,0.75,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_nudum,eriogonum_nudum,ERINUD,Dicot,Perennial,"Subshrub, Forb/herb",polygonaceae,s,67.8,141.4,0.8141,14.3,,0.75,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_parviflorum,eriogonum_parviflorum,ERIPAR,Dicot,Perennial,shrub,polygonaceae,s,54.5,64.8,0.7537,34.3,,,No_Data,,,,,,,,,,
eriogonum_pendulum,eriogonum_pendulum,ERIPEN,Dicot,Perennial,"Subshrub, Shrub, Forb/herb",polygonaceae,s,34.2,85,0.7282,18,,,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_ternatum,eriogonum_ternatum,ERITER,Dicot,Perennial,Forb/herb,polygonaceae,s,4,37.2,0.5409,35.7,,,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_tripodum,eriogonum_tripodum,ERITRI,Dicot,Perennial,"Subshrub, Shrub",polygonaceae,s,15.4,30.5,0.4273,52.3,0.63,,No_Data,,,,,,,,,,
eriogonum_umbellatum,eriogonum_umbellatum,ERIUMB,Dicot,Perennial,"Subshrub, Shrub, Forb/herb",polygonaceae,n,18.7,144.4,0.7705,14.8,,2.37,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_vimineum,eriogonum_vimineum,ERIVIM,Dicot,Annual,Forb/herb,polygonaceae,n,15.4,176.1,0.7993,37.2,,0.3,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriogonum_vimineum,eriogonum_vimineum,ERIVIM,Dicot,Annual,Forb/herb,polygonaceae,s,13.1,117.4,0.7753,16.3,,0.3,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
eriophyllum_confertiflorum,eriophyllum_confertiflorum,ERICONF,Dicot,Perennial,"Subshrub, Shrub",asteraceae,n,41,148.2,0.6599,46,0.47,0.22,Unassisted,0,1,0,0,0,0,0,0,0,0
eriophyllum_confertiflorum,eriophyllum_confertiflorum,ERICONF,Dicot,Perennial,"Subshrub, Shrub",asteraceae,s,38.8,196.3,0.7208,25.1,,0.22,Unassisted,0,1,0,0,0,0,0,0,0,0
eriophyllum_lanatum,eriophyllum_lanatum,ERILAN,Dicot,"Annual, Perennial","Subshrub, Forb/herb",asteraceae,n,51.2,196.4,0.7947,31.2,,0.26,Unassisted,0,1,0,0,0,0,0,0,0,0
eriophyllum_lanatum,eriophyllum_lanatum,ERILAN,Dicot,"Annual, Perennial","Subshrub, Forb/herb",asteraceae,s,5,149.1,0.7861,18,,0.26,Unassisted,0,1,0,0,0,0,0,0,0,0
eriophyllum_stachaedifolium,eriophyllum_stachaedifolium,ERISTA,Dicot,,Forb/herb,asteraceae,n,136,140.9,0.8231,,,,No_Data,,,,,,,,,,
eriophyllum_stachaedifolium,eriophyllum_stachaedifolium,ERISTA,Dicot,,Forb/herb,asteraceae,s,106.3,153.6,0.8208,17.1,,,No_Data,,,,,,,,,,
erodium_botrys,erodium_botrys,EROBOT,Dicot,"Annual, Biennial",Forb/herb,geraniaceae,n,14.8,201.1,0.8409,13.3,,11.6,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
erodium_botrys,erodium_botrys,EROBOT,Dicot,"Annual, Biennial",Forb/herb,geraniaceae,s,25,137.6,0.8278,33.3,,11.6,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
erodium_brachycarpum,erodium_brachycarpum,EROBRA,Dicot,Annual,Forb/herb,geraniaceae,n,15.7,144,0.7622,24.1,,6.01,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
erodium_brachycarpum,erodium_brachycarpum,EROBRA,Dicot,Annual,Forb/herb,geraniaceae,s,26.2,239.7,0.8131,30.7,,6.01,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
erodium_cicutarium,erodium_cicutarium,EROCIC,Dicot,"Annual, Biennial",Forb/herb,geraniaceae,n,8,236.7,0.7851,20.7,,2.1,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
erodium_cicutarium,erodium_cicutarium,EROCIC,Dicot,"Annual, Biennial",Forb/herb,geraniaceae,s,12.9,163.2,-0.6651,9.8,,2.1,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
erysimum_capitatum,erysimum_capitatum,ERYCAP,Dicot,"Biennial, Perennial","Forb/herb, Subshrub",brassicaceae,n,37.1,197.9,0.8293,11.8,,0.61,Wind,1,0,0,0,0,0,0,0,0,0
erysimum_capitatum,erysimum_capitatum,ERYCAP,Dicot,"Biennial, Perennial","Forb/herb, Subshrub",brassicaceae,s,35.4,107.7,0.8208,13.6,,0.61,Wind,1,0,0,0,0,0,0,0,0,0
erythronium_citrinum,erythronium_citrinum,ERYCIT,Monocot,Perennial,Forb/herb,liliaceae,s,7.7,230.6,0.9071,21.9,,,Ant,0,0,0,0,1,0,0,0,0,0
erythronium_grandiflorum,erythronium_grandiflorum,ERYGRA,Monocot,Perennial,Forb/herb,liliaceae,n,8.2,222.6,0.8591,11.8,,3.68,Ant,0,0,0,0,1,0,0,0,0,0
erythronium_oregonum,erythronium_oregonum,ERYORE,Monocot,Perennial,Forb/herb,liliaceae,n,1.8,284.1,0.9096,19.2,,,Ant,0,0,0,0,1,0,0,0,0,0
eschscholzia_caespitosa,eschscholzia_caespitosa,ESCCAE,Dicot,Annual,Forb/herb,papaveraceae,n,31,159.7,0.7533,24.8,,1.66,BallisticBirdMammalWind,1,0,0,0,0,0,0,1,1,1
eschscholzia_californica,eschscholzia_californica,ESCCAL,Dicot,"Annual, Perennial",Forb/herb,papaveraceae,n,10.6,263.1,0.847,11.5,,1.5,BallisticBirdMammalWind,1,0,0,0,0,0,0,1,1,1
eschscholzia_californica,eschscholzia_californica,ESCCAL,Dicot,"Annual, Perennial",Forb/herb,papaveraceae,s,12.4,143.5,0.8272,10.6,,1.5,BallisticBirdMammalWind,1,0,0,0,0,0,0,1,1,1
euphorbia_crenulata,euphorbia_crenulata,EUPCRE,Dicot,"Annual, Biennial",Forb/herb,euphorbiaceae,n,17.4,297.6,0.7767,13.7,,,BallisticAntUnassisted,0,1,0,0,1,0,0,0,0,1
euphorbia_crenulata,euphorbia_crenulata,EUPCRE,Dicot,"Annual, Biennial",Forb/herb,euphorbiaceae,s,10.5,336.6,0.7396,17.4,,,BallisticAntUnassisted,0,1,0,0,1,0,0,0,0,1
festuca_californica,festuca_californica,FESCAL,Monocot,Perennial,Graminoid,poaceae,n,121.9,77.7,0.6628,21.6,,3.32,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
festuca_californica,festuca_californica,FESCAL,Monocot,Perennial,Graminoid,poaceae,s,103.5,88.6,0.6595,30.9,,3.32,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
festuca_idahoensis,festuca_idahoensis,FESIDA,Monocot,Perennial,Graminoid,poaceae,n,62.2,135.2,0.683,35,,1.06,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
festuca_idahoensis,festuca_idahoensis,FESIDA,Monocot,Perennial,Graminoid,poaceae,s,14.2,92.3,0.584,33,,1.06,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
festuca_occidentalis,festuca_occidentalis,FESOCC,Monocot,Perennial,Graminoid,poaceae,n,51.5,156.6,0.6943,31.2,,0.28,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
filago_californica,filago_californica,FILCAL,Dicot,Annual,Forb/herb,asteraceae,n,8.9,174.7,0.6169,37,,0.61,UnassistedWind,1,1,0,0,0,0,0,0,0,0
filago_californica,filago_californica,FILCAL,Dicot,Annual,Forb/herb,asteraceae,s,18.8,261.2,0.6725,18.7,,0.61,UnassistedWind,1,1,0,0,0,0,0,0,0,0
filago_gallica,filago_gallica,FILGAL,Dicot,Annual,Forb/herb,asteraceae,n,13.3,348.2,0.7323,15.9,,0.13,UnassistedWind,1,1,0,0,0,0,0,0,0,0
fragaria_vesca,fragaria_vesca,FRAVES,Dicot,Perennial,Forb/herb,rosaceae,n,19.2,179.3,0.7111,20.4,,0.3,Mammal,0,0,0,0,0,0,0,0,1,0
fraxinus_dipetala,fraxinus_dipetala,FRADIP,Dicot,Perennial,"Tree, Shrub",oleaceae,s,3.7,59.2,0.4961,47.3,0.88,36,WindWater,1,0,0,0,0,1,0,0,0,0
fraxinus_latifolia,fraxinus_latifolia,FRALAT,Dicot,Perennial,Tree,oleaceae,n,5,104.5,0.5273,20,0.59,46.3,WindWater,1,0,0,0,0,1,0,0,0,0
fremontodendron_californicum,fremontodendron_californicum,FRECAL,Dicot,Perennial,"Tree, Shrub",malvaceae,s,3.3,68.9,0.6036,24.8,0.6,30.8,No_Data,,,,,,,,,,
fritillaria_affinis,fritillaria_affinis,FRIAFF,Monocot,Perennial,Forb/herb,liliaceae,n,74.2,288.6,0.9199,15.4,,2.2,Wind,1,0,0,0,0,0,0,0,0,0
fritillaria_affinis,fritillaria_affinis,FRIAFF,Monocot,Perennial,Forb/herb,liliaceae,s,33.5,248.2,0.8907,,,2.2,Wind,1,0,0,0,0,0,0,0,0,0
fritillaria_glauca,fritillaria_glauca,FRIGLA,Monocot,Perennial,Forb/herb,liliaceae,s,3.8,143.3,0.8779,14.7,,,Wind,1,0,0,0,0,0,0,0,0,0
galium_ambiguum,galium_ambiguum,GALAMB,Dicot,Perennial,Forb/herb,rubiaceae,s,6.2,249.7,0.8152,28.7,,,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_andrewsii,galium_andrewsii,GALAND,Dicot,Perennial,"Subshrub, Forb/herb",rubiaceae,n,7.7,227.7,0.7412,38.6,,,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_andrewsii,galium_andrewsii,GALAND,Dicot,Perennial,"Subshrub, Forb/herb",rubiaceae,s,3,150.4,0.5965,28.8,,,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_aparine,galium_aparine,GALAPA,Dicot,Annual,"Vine, Forb/herb",rubiaceae,n,38.1,387.7,0.852,24.5,,8.9,Adhesive,0,0,1,0,0,0,0,0,0,0
galium_bolanderi,galium_bolanderi,GALBOL,Dicot,Perennial,"Subshrub, Forb/herb",rubiaceae,n,27.5,164.6,0.75,26.1,,1.88,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_bolanderi,galium_bolanderi,GALBOL,Dicot,Perennial,"Subshrub, Forb/herb",rubiaceae,s,35.8,252.1,0.8096,20.1,,1.88,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_californicum,galium_californicum,GALCAL,Dicot,Perennial,"Subshrub, Forb/herb",rubiaceae,n,12,433.5,0.8678,21.7,,5.45,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_californicum,galium_californicum,GALCAL,Dicot,Perennial,"Subshrub, Forb/herb",rubiaceae,s,27.8,253.2,0.8058,20.3,,5.45,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_murale,galium_murale,GALMUR,Dicot,Annual,Forb/herb,rubiaceae,n,4.1,250.7,0.7129,17.6,,0.18,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_murale,galium_murale,GALMUR,Dicot,Annual,Forb/herb,rubiaceae,s,6.2,291.4,0.7684,18.5,,0.18,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_parisiense,galium_parisiense,GALPAR,Dicot,Annual,Forb/herb,rubiaceae,n,21,872.1,0.9289,17.4,,0.2,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_porrigens,galium_porrigens,GALPOR,Dicot,Perennial,"Vine, Shrub",rubiaceae,s,47.8,301.3,0.7662,24,,4.94,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
galium_triflorum,galium_triflorum,GALTRI,Dicot,Perennial,"Forb/herb, Vine",rubiaceae,n,10.7,722.1,0.8946,12,,0.8,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
garrya_buxifolia,garrya_buxifolia,GARBUX,Dicot,Perennial,Shrub,garryaceae,s,102.4,35.7,0.4722,40.9,,,Mammal,0,0,0,0,0,0,0,0,1,0
garrya_congdonii,garrya_congdonii,GARCON,Dicot,Perennial,"Tree, Shrub",garryaceae,s,217,39.4,0.4609,46.1,0.62,,Mammal,0,0,0,0,0,0,0,0,1,0
garrya_elliptica,garrya_elliptica,GARELL,Dicot,Perennial,"Tree, Shrub",garryaceae,s,181.5,36.5,0.395,,0.86,23.06,No_Data,,,,,,,,,,
garrya_flavescens,garrya_flavescens,GARFLA,Dicot,Perennial,"Tree, Shrub",garryaceae,s,240,38.4,0.4672,,0.69,15,No_Data,,,,,,,,,,
garrya_flavescens,garrya_flavescens,GARFLA,Dicot,Perennial,"Tree, Shrub",garryaceae,n,202,40.2,0.494,42.4,0.6,15,No_Data,,,,,,,,,,
garrya_fremontii,garrya_fremontii,GARFRE,Dicot,Perennial,"Tree, Shrub",garryaceae,n,107,41.4,0.4706,38.4,0.74,20.06,Mammal,0,0,0,0,0,0,0,0,1,0
garrya_fremontii,garrya_fremontii,GARFRE,Dicot,Perennial,"Tree, Shrub",garryaceae,s,79,47.3,0.4889,40.5,0.72,20.06,Mammal,0,0,0,0,0,0,0,0,1,0
gastridium_ventricosum,gastridium_ventricosum,GASVEN,Monocot,Annual,Graminoid,poaceae,n,78,252.6,0.7033,60.1,,0.07,No_Data,,,,,,,,,,
